,Spill Number,Date Spill Reported,SpillName,County,City/Town,Address,Material,Amount,Resource Affected,Cause,Source,Waterbody,Closed,Full Address,original address,latitude,longitude
  318.,1309576,01/01/2014,Metropolitan Avenue Bridge - North Side ,KINGS,  BROOKLYN ,  METROPOLITAN AVE AND MORGAN ,Unknown Petroleum,Unknown,Surface Water,Unknown,Unknown,,01/13/14,,"METROPOLITAN AVE AND MORGAN ,  BROOKLYN , NY",40.714455,-73.935296
  319.,1309591,01/02/2014,Groundlevel ,KINGS,  BROOKLYN ,  451 CLARKSON AVE ,#6 Fuel Oil,Unknown,Unknown,Equipment Failure,Commercial/Industrial,,01/02/14,,"451 CLARKSON AVE ,  BROOKLYN , NY",40.656571,-73.946224
  320.,1309609,01/03/2014,Fuel Oil Spill At Commercial Bldg ,KINGS,  BROOKLYN ,  141 LIVINGSTON STREET ,#4 Fuel Oil,Unknown,Unknown,Unknown,Commercial/Industrial,,Not closed,,"141 LIVINGSTON STREET ,  BROOKLYN , NY",40.690693,-73.988056
  321.,1309611,01/03/2014,Business ,KINGS,  BROOKLYN ,  141 LIVINGSTON ST ,#6 Fuel Oil,20,Unknown,Human Error,Commercial/Industrial,,01/03/14,,"141 LIVINGSTON ST ,  BROOKLYN , NY",40.690693,-73.988056
  322.,1309692,01/06/2014,Parking Lot Transmission Manhole 4966 ,KINGS,  BROOKLYN ,  12TH ST & 2ND AVE ,Unknown Petroleum,10,Soil,Equipment Failure,Transformer,,02/20/14,,"12TH ST & 2ND AVE ,  BROOKLYN , NY",40.67079,-73.994896
  323.,1309693,01/06/2014,Residence ,KINGS,  BROOKLYN ,  3085 BRIGHTON 13TH STREET ,#2 Fuel Oil,20,Unknown,Equipment Failure,Private Dwelling,,03/11/14,,"3085 BRIGHTON 13TH STREET ,  BROOKLYN , NY",40.578227,-73.956439
  324.,1309710,01/07/2014,Katz Residence ,KINGS,  BROOKLYN ,  21 FALMOUTH ST ,#2 Fuel Oil,Unknown,Soil,Unknown,Private Dwelling,,01/29/14,,"21 FALMOUTH ST ,  BROOKLYN , NY",40.580986,-73.946674
  325.,1309740,01/08/2014,Roadway ,KINGS,  BROOKLYN ,  326 49TH STREET ,Biodiesel,20,Unknown,Equipment Failure,Private Dwelling,,01/08/14,,"326 49TH STREET ,  BROOKLYN , NY",40.647701,-74.013603
  326.,1309770,01/08/2014,Apartment Bldg ,KINGS,  BROOKLYN ,  400 MARLBOROUGH RD ,#2 Fuel Oil,Unknown,Unknown,Tank Test Failure,Private Dwelling,,Not closed,,"400 MARLBOROUGH RD ,  BROOKLYN , NY",40.640353,-73.964551
  327.,1309782,01/09/2014,Intersection ,KINGS,  BROOKLYN ,  BORINQUEN PL/RODNEY ST ,Hydraulic Oil,15,Unknown,Equipment Failure,Commercial/Industrial,,02/20/14,,"BORINQUEN PL/RODNEY ST ,  BROOKLYN , NY",40.707596,-73.956989
  328.,1309799,01/09/2014,Newtown Creek ,KINGS,  BROOKLYN ,  MCGUINNES BLVD/POLASKI BRIDGE ,Unknown Petroleum,Unknown,"Surface Water , Surface Water",Unknown,Unknown,Newtown Creek,01/09/14,,"MCGUINNES BLVD/POLASKI BRIDGE ,  BROOKLYN , NY",40.678178,-73.944158
  329.,1309812,01/09/2014,Apt Building ,KINGS,  BROOKLYN ,  953 DEKALB AVE ,#2 Fuel Oil,200,Unknown,Human Error,Private Dwelling,,01/10/14,,"953 DEKALB AVE ,  BROOKLYN , NY",40.693206,-73.937738
  330.,1309823,01/09/2014,Apartment Building ,KINGS,  BROOKLYN ,  1525 DORCHESTER ROAD; APT 3 ,#2 Fuel Oil,Unknown,Indoor Air,Unknown,Private Dwelling,,01/12/14,,"1525 DORCHESTER ROAD; APT 3 ,  BROOKLYN , NY",40.639772,-73.963469
  331.,1309851,01/10/2014,Bus # 269 ,KINGS,  BROOKLYN ,  200 MORGAN AVE ,Motor Oil,1,Unknown,Equipment Failure,Commercial Vehicle,,01/10/14,,"200 MORGAN AVE ,  BROOKLYN , NY",40.710891,-73.932998
  332.,1309904,01/12/2014,Apt Bld ,KINGS,  BROOKLYN ,  74 ELDERT ST ,#2 Fuel Oil,Unknown,Unknown,Equipment Failure,Commercial/Industrial,,09/09/14,,"74 ELDERT ST ,  BROOKLYN , NY",40.686965,-73.912459
  333.,1309961,01/13/2014,Roadway ,KINGS,  BROOKLYN ,  7103 AVENUE T ,#6 Fuel Oil,4,Unknown,Equipment Failure,Commercial Vehicle,,01/14/14,,"7103 AVENUE T ,  BROOKLYN , NY",40.622122,-73.909021
  334.,1309967,01/14/2014,Third Part Spill To Vault ,KINGS,  BROOKLYN ,  145 KNOLL STREET ,Waste Oil/Used Oil,Unknown,Unknown,Deliberate,Commercial/Industrial,,01/15/14,,"145 KNOLL STREET ,  BROOKLYN , NY",40.70319,-73.931237
  336.,1310101,01/16/2014,Apartment Building ,KINGS,  BROOKLYN ,  266 MALCOLM X BOULEVARD ,#2 Fuel Oil,Unknown,Unknown,Equipment Failure,Private Dwelling,,01/24/14,,"266 MALCOLM X BOULEVARD ,  BROOKLYN , NY",40.683888,-73.929443
  337.,1310110,01/17/2014,Abandoned Lot ,KINGS,  BROOKLYN ,  17 LACON BETWEEN EVERETT AND FLORENCE ,Waste Oil/Used Oil,Unknown,Soil,Deliberate,Unknown,,01/29/14,,"17 LACON BETWEEN EVERETT AND FLORENCE ,  BROOKLYN , NY",40.678178,-73.944158
  338.,1310167,01/20/2014,Former Midas Facility ,KINGS,  BROOKLYN ,  801 4TH AVENUE ,Unknown Petroleum,Unknown,"Soil , Groundwater",Unknown,Commercial/Industrial,,Not closed,,"801 4TH AVENUE ,  BROOKLYN , NY",40.658406,-73.999564
  341.,1310287,01/26/2014,Residence ,KINGS,  BROOKLYN ,  2560 BATCHELDDR ST APT 2M ,Mercury,Unknown,Unknown,Human Error,Private Dwelling,,01/30/14,,"2560 BATCHELDDR ST APT 2M ,  BROOKLYN , NY",40.590611,-73.937324
  342.,1310294,01/26/2014,Basement ,KINGS,  BROOKLYN ,  45 PINEAPPLE STREET ,#2 Fuel Oil,15,Unknown,Equipment Failure,Private Dwelling,,Not closed,,"45 PINEAPPLE STREET ,  BROOKLYN , NY",40.698551,-73.99407
  343.,1310295,01/26/2014,Julia Saunders ,KINGS,  BROOKLYN ,  274 JEFFERSON AVE ,#2 Fuel Oil,Unknown,Unknown,Equipment Failure,Private Dwelling,,Not closed,,"274 JEFFERSON AVE ,  BROOKLYN , NY",40.683517,-73.946611
  344.,1310303,01/27/2014,School (UNK Name) ,KINGS,  BROOKLYN ,  544 7TH AVE ,#2 Fuel Oil,20,"Soil , Soil",Human Error,"Institutional, Educational, Gov., Other",,04/28/14,,"544 7TH AVE ,  BROOKLYN , NY",40.660669,-73.988512
  345.,1310305,01/27/2014,Fuel Oil Misdelivery To Basement ,KINGS,  BROOKLYN ,  5202 AVENUE M ,#2 Fuel Oil,Unknown,Unknown,Equipment Failure,Private Dwelling,,05/20/14,,"5202 AVENUE M ,  BROOKLYN , NY",40.621239,-73.925032
  346.,1310424,01/30/2014,Shoreline ,KINGS,  BROOKLYN ,  25A LACON CT ,Waste Oil/Used Oil,Unknown,Unknown,Unknown,Unknown,,02/06/14,,"25A LACON CT ,  BROOKLYN , NY",40.590104,-73.930363
  347.,1310441,01/31/2014,Drum Run ,KINGS,  BROOKLYN ,  JUNIUS ST AND LINDEN BLVD ,Waste Oil/Used Oil,30,Unknown,Abandoned Drums,Commercial/Industrial,,03/05/14,,"JUNIUS ST AND LINDEN BLVD ,  BROOKLYN , NY",40.657322,-73.900272
  348.,1310452,01/31/2014,Drum Run ,KINGS,  BROOKLYN ,  JUNIUS ST BETWEEN NEW LOTS AND LINDEN ,Waste Oil/Used Oil,200,Unknown,Abandoned Drums,Commercial/Industrial,,03/05/14,,"JUNIUS ST BETWEEN NEW LOTS AND LINDEN ,  BROOKLYN , NY",40.678178,-73.944158
  349.,1310457,01/31/2014,Corner Lots ,KINGS,  BROOKLYN ,  CORNERS OF LACON CT AND EVERETT AVE ,Motor Oil,Unknown,Soil,Unknown,Unknown,,01/31/14,,"CORNERS OF LACON CT AND EVERETT AVE ,  BROOKLYN , NY",40.591647,-73.927785
  350.,1310459,01/31/2014,Drum Run ,KINGS,  BROOKLYN ,  DEWITT AVE AND VAN SINDEREN AVE ,Waste Oil/Used Oil,23,Unknown,Abandoned Drums,Commercial/Industrial,,03/05/14,,"DEWITT AVE AND VAN SINDEREN AVE ,  BROOKLYN , NY",40.655847,-73.898379
  351.,1310486,02/01/2014,Basement ,KINGS,  BROOKYLN ,  1293 PROSPECT AVE ,#2 Fuel Oil,20,Unknown,Human Error,Commercial/Industrial,,Not closed,,"1293 PROSPECT AVE ,  BROOKYLN , NY",40.651672,-73.975736
  352.,1310521,02/03/2014,Residence ,KINGS,  BROOKLYN ,  45 PINEAPPLE ST ,#2 Fuel Oil,Unknown,Unknown,Tank Test Failure,Private Dwelling,,05/22/14,,"45 PINEAPPLE ST ,  BROOKLYN , NY",40.698551,-73.99407
  353.,1310527,02/03/2014,Bulk Terminal ,KINGS,  BROOKLYN ,  125 APOLLO STREET ,Gasoline,100,Unknown,Unknown,Commercial/Industrial,,02/12/14,,"125 APOLLO STREET ,  BROOKLYN , NY",40.728272,-73.938239
  354.,1310534,02/04/2014,Unknown Residence ,KINGS,  BROOKLYN ,  688 NOSTRAND AVE ,#2 Fuel Oil,Unknown,Unknown,Tank Test Failure,Private Dwelling,,Not closed,,"688 NOSTRAND AVE ,  BROOKLYN , NY",40.674972,-73.950105
  355.,1310574,02/05/2014,Secondary Containment ,KINGS,  BROOKLYN ,  25 PAIDGE AVE ,Gasoline,Unknown,Unknown,Equipment Failure,Commercial/Industrial,,Not closed,,"25 PAIDGE AVE ,  BROOKLYN , NY",40.737441,-73.951971
  356.,1310590,02/06/2014,Paerdegaat Basin ,KINGS,  BROOKLYN ,  FOOT OF SEAVIEW AVE ,Unknown Petroleum,Unknown,Unknown,Other,Vessel,,02/06/14,,"FOOT OF SEAVIEW AVE ,  BROOKLYN , NY",40.635361,-73.887407
  357.,1310630,02/07/2014,Construction Site ,KINGS,  BROOKLYN ,  340 GATEWAY DRIVE ,Diesel,20,Unknown,Equipment Failure,Commercial/Industrial,,11/17/14,,"340 GATEWAY DRIVE ,  BROOKLYN , NY",40.650274,-73.870253
  358.,1310634,02/07/2014,Farragut Substation ,KINGS,  BROOKLYN ,  89 JOHN ST ,Cable Oil,40,Unknown,Equipment Failure,Commercial/Industrial,,04/30/14,,"89 JOHN ST ,  BROOKLYN , NY",40.704375,-73.984956
  359.,1310667,02/10/2014,Former Dry Cleaner ,KINGS,  BROOKLYN ,  3806 NOSTRAND AVE ,Other,Unknown,"Soil , Groundwater",Unknown,Commercial/Industrial,,Not closed,,"3806 NOSTRAND AVE ,  BROOKLYN , NY",40.591113,-73.940177
  360.,1310669,02/10/2014,Commercial Lot ,KINGS,  BROOKLYN ,  502 METROPOLITAN AVE ,#2 Fuel Oil,Unknown,Soil,Equipment Failure,Commercial/Industrial,,Not closed,,"502 METROPOLITAN AVE ,  BROOKLYN , NY",40.713795,-73.952244
  361.,1310697,02/11/2014,Drum Run ,KINGS,  BROOKLYN ,  1513 DUMONT ST ,Waste Oil/Used Oil,110,Unknown,Unknown,Commercial/Industrial,,03/05/14,,"1513 DUMONT ST ,  BROOKLYN , NY",40.671291,-73.86183
  362.,1310729,02/12/2014,Home ,KINGS,  BAY RIDGE ,  105 BAY RIDGE PARKWAY ,#2 Fuel Oil,Unknown,Unknown,Unknown,Private Dwelling,,05/21/14,,"105 BAY RIDGE PARKWAY ,  BAY RIDGE , NY",40.63288,-74.03273
  363.,1310765,02/13/2014,Nyc School ,KINGS,  BROOKLYN ,  8787 24TH AVE ,#4 Fuel Oil,20,Unknown,Equipment Failure,"Institutional, Educational, Gov., Other",,10/08/14,,"8787 24TH AVE ,  BROOKLYN , NY",40.594363,-73.993937
  364.,1310798,02/14/2014,(2) Tanks Abandon Under Ground ,KINGS,  BROOKLYN ,  280 EAST 88TH STREET ,Unknown Petroleum,Unknown,Soil,Deliberate,Commercial/Industrial,,Not closed,,"280 EAST 88TH STREET ,  BROOKLYN , NY",40.646757,-73.915958
  365.,1310836,02/16/2014,Drum Run ,KINGS,  BROKLYN ,  110 BLAKE AVE ,Waste Oil/Used Oil,10,Unknown,Unknown,Unknown,,03/05/14,,"110 BLAKE AVE ,  BROKLYN , NY",40.664701,-73.915839
  366.,1310850,02/17/2014,Metropolitan Paper Recycling ,KINGS,  BROOKLYN ,  996 ESSEX STREET ,Motor Oil,Unknown,Unknown,Equipment Failure,Commercial/Industrial,,01/05/15,,"996 ESSEX STREET ,  BROOKLYN , NY",40.659831,-73.874362
  367.,1310856,02/17/2014,Bulk Tank /CONTAINED ,KINGS,  BROOKLYN ,  125 APOLO ST ,Other,2,Unknown,Equipment Failure,Commercial/Industrial,,Not closed,,"125 APOLO ST ,  BROOKLYN , NY",40.728272,-73.938239
  368.,1310864,02/18/2014,Unknown ,KINGS,  BROOKLYN ,  1055 LINWOOD ,Unknown Petroleum,Unknown,Sewer,Unknown,Unknown,,03/03/14,,"1055 LINWOOD ,  BROOKLYN , NY",40.659968,-73.875493
  369.,1310953,02/20/2014,Unknown ,KINGS,  BROOKLYN ,  57 IRA COURT ,#2 Fuel Oil,Unknown,Soil,Equipment Failure,Unknown,,02/24/14,,"57 IRA COURT ,  BROOKLYN , NY",40.592038,-73.93017
  370.,1310992,02/21/2014,86th St Chevrolet ,KINGS,  BROOKLYN ,  1575 86TH ST ,Tetrachloroethene,Unknown,Unknown,Unknown,Commercial/Industrial,,Not closed,,"1575 86TH ST ,  BROOKLYN , NY",40.61029,-74.007326
  371.,1311032,02/22/2014,Scrapyard ,KINGS,  BROOKLYN ,  539 SMITH ST ,Unknown Petroleum,Unknown,"Soil , Groundwater",Unknown,Commercial/Industrial,,Not closed,,"539 SMITH ST ,  BROOKLYN , NY",40.67308,-73.997958
  372.,1311043,02/23/2014,In Front Of ,KINGS,  BROOKLYN ,  2954 WEST A ST ,Material Not Identified,Unknown,Unknown,Equipment Failure,Commercial/Industrial,,02/24/14,,"2954 WEST A ST ,  BROOKLYN , NY",40.584086,-73.969026
  373.,1311044,02/23/2014,Ifo ,KINGS,  BROOKLYN ,  2954 WEST 8TH ST ,Dielectric Fluid,1,Unknown,Equipment Failure,Commercial/Industrial,,05/08/14,,"2954 WEST 8TH ST ,  BROOKLYN , NY",40.576505,-73.977366
  374.,1311077,02/24/2014,Drum Run ,KINGS,  BROOKLYN ,  NEAR 63 EUCLID AVE ,Waste Oil/Used Oil,110,Unknown,Abandoned Drums,Commercial/Industrial,,03/05/14,,"NEAR 63 EUCLID AVE ,  BROOKLYN , NY",40.687179,-73.874837
  375.,1311080,02/24/2014,Apt Building/Brighton House ,KINGS,  BROOKLYN ,  500 BRIGHT WATER COURT ,#2 Fuel Oil,Unknown,Soil,Equipment Failure,Private Dwelling,,Not closed,,"500 BRIGHT WATER COURT ,  BROOKLYN , NY",40.57542,-73.962141
  376.,1311087,02/24/2014,Private Resd ,KINGS,  BROOKLYN ,  457 43RD ST ,#2 Fuel Oil,2,Unknown,Human Error,Private Dwelling,,02/26/14,,"457 43RD ST ,  BROOKLYN , NY",40.649594,-74.006759
  377.,1311089,02/24/2014,Residence ,KINGS,  BROOKLYN ,  1467 BEDFORD AVE ,#2 Fuel Oil,20,Unknown,Equipment Failure,Private Dwelling,,Not closed,,"1467 BEDFORD AVE ,  BROOKLYN , NY",40.673064,-73.953874
  378.,1311174,02/27/2014,Residence ,KINGS,  BROOKLYN ,  8797 25TH AVE ,#2 Fuel Oil,Unknown,Soil,Equipment Failure,Private Dwelling,,04/28/14,,"8797 25TH AVE ,  BROOKLYN , NY",40.593743,-73.991234
  379.,1311225,02/28/2014,Greenwood Substation ,KINGS,  BROOKLYN ,  DITMAS AVE / DAHILL ROAD ,Dielectric Fluid,3200,Unknown,Equipment Failure,Commercial/Industrial,,05/27/14,,"DITMAS AVE / DAHILL ROAD ,  BROOKLYN , NY",40.645622,-73.981194
  380.,1311250,03/01/2014,Residence ,KINGS,  BROOKLYN ,  239 WAVERLY AVE ,#2 Fuel Oil,Unknown,Soil,Equipment Failure,Private Dwelling,,08/28/14,,"239 WAVERLY AVE ,  BROOKLYN , NY",40.690928,-73.96713
  381.,1311287,03/03/2014,Industrial Warehouse ,KINGS,  BROOKLYN ,  425 GREENPOINT AVE ,Unknown Hazardous Material,Unknown,Unknown,Unknown,Commercial/Industrial,,03/17/14,,"425 GREENPOINT AVE ,  BROOKLYN , NY",40.733171,-73.942294
  382.,1311349,03/05/2014,Bqe Exit 23 West Bound Ramp ,KINGS,  BROOKLYN ,  BRONX QUEENS EXPRESSWAY ,Motor Oil,5,Unknown,Equipment Failure,Commercial Vehicle,,03/05/14,,"BRONK QUEENS EXPRESSWAY ,  BROOKLYN , NY",40.653733,-74.00799
  383.,1311353,03/05/2014,Tank Room And Lawn ,KINGS,  BROOKLYN ,  1925 STUART STREET ,#4 Fuel Oil,50,Soil,Human Error,"Institutional, Educational, Gov., Other",,Not closed,,"1925 STUART STREET ,  BROOKLYN , NY",40.606625,-73.938758
  384.,1311431,03/07/2014,11th St Yard ,KINGS,  BROOKLYN ,  ASH ST AND MCGUINESS ST ,Unknown Material,Unknown,Unknown,Equipment Failure,Commercial/Industrial,,07/08/14,,"ASH ST AND MCGUINESS ST ,  BROOKLYN , NY",40.738245,-73.952998
  385.,1311446,03/07/2014,Transformer ,KINGS,  BROOOKLYN ,  299 WATER STREET ,Dielectric Fluid,Unknown,Unknown,Equipment Failure,Commercial/Industrial,,11/21/14,,"299 WATER STREET ,  BROOOKLYN , NY",40.702954,-73.981952
  386.,1311476,03/08/2014,Roadway ,KINGS,  BROOKLYN ,  BELT PARKWAY NAPP ST ,Gasoline,2,"Soil , Groundwater",Other,Passenger Vehicle,,03/12/14,,"BELT PARKWAY NAPP ST ,  BROOKLYN , NY",40.678178,-73.944158
  387.,1311482,03/09/2014,Ifo ,KINGS,  BROOKLYN ,  2207 ALBEMARLE RD ,Diesel,25,Unknown,Traffic Accident,Commercial Vehicle,,03/10/14,,"2207 ALBEMARLE RD ,  BROOKLYN , NY",40.648148,-73.956338
  388.,1311529,03/11/2014,Gowanus Generating Station ,KINGS,  BROOKLYN ,  420 2ND AVE ,Diesel,Unknown,Soil,Equipment Failure,Commercial/Industrial,Gowanus Bay,09/16/14,,"420 2ND AVE ,  BROOKLYN , NY",40.66169,-74.004141
  389.,1311563,03/12/2014,New Town Creek ,KINGS,  GREENPOINT ,  END OF MEEKER AVENUE ,Unknown Material,Unknown,Unknown,Unknown,Unknown,Newtown Creek,03/12/14,,"END OF MEEKER AVENUE ,  GREENPOINT , NY",40.721136,-73.942813
  390.,1311570,03/12/2014,Apt House ,KINGS,  BROOKLYN ,  353 BAY RIDGE PARKWAY ,#2 Fuel Oil,2,Unknown,Unknown,Commercial/Industrial,,03/13/14,,"353 BAY RIDGE PARKWAY ,  BROOKLYN , NY",40.631251,-74.025879
  391.,1311593,03/12/2014,Under Ground ,KINGS,  BROOKLYN ,  946-954 FLUSHING AVE ,Gasoline,Unknown,"Soil , Groundwater",Unknown,Commercial/Industrial,,Not closed,,"946-954 FLUSHING AVE ,  BROOKLYN , NY",40.702852,-73.9327
  392.,1311601,03/12/2014,Residence ,KINGS,  BROOKLYN ,  96-11 CHURCH AVE ,#2 Fuel Oil,215,Unknown,Unknown,Private Dwelling,,Not closed,,"96-11 CHURCH AVE ,  BROOKLYN , NY",40.641605,-73.983104
  393.,1311664,03/14/2014,Roadway ,KINGS,  BROOKLYN ,  60TH AND FORT HAMILTON AVE ,Hydraulic Oil,1,Unknown,Equipment Failure,Commercial Vehicle,,05/01/14,,"60TH AND FORT HAMILTON AVE ,  BROOKLYN , NY",40.633073,-74.005557
  394.,1311691,03/14/2014,Drum Run ,KINGS,  BROOKLYN ,  1100 LINWOOD ST ,Other,30,Unknown,Abandoned Drums,Commercial/Industrial,,04/04/14,,"1100 LINWOOD ST ,  BROOKLYN , NY",40.658338,-73.874459
  395.,1311797,03/18/2014,Auto Body Shop ,KINGS, ,  873 LIBERTY AVENUE ,Unknown Material,Unknown,Unknown,Housekeeping,Commercial/Industrial,,04/03/14,,"873 LIBERTY AVENUE , , NY",40.677445,-73.877264
  396.,1311811,03/19/2014,Home ,KINGS,  BROOKLYN ,  4262 OCEAN AVE ,#2 Fuel Oil,Unknown,Unknown,Equipment Failure,Private Dwelling,,Not closed,,"4262 OCEAN AVE ,  BROOKLYN , NY",40.576368,-73.94738
  397.,1311882,03/20/2014,Drum Run ,KINGS,  BROOKLYN ,  57 BARTLETT ST ,Unknown Petroleum,Unknown,Unknown,Abandoned Drums,Unknown,,05/13/14,,"57 BARTLETT ST ,  BROOKLYN , NY",40.701466,-73.946396
  398.,1311899,03/20/2014,Parking Lot ,KINGS,  BROOKLYN ,  219 SULLIVAN ST ,Hydraulic Oil,Unknown,Soil,Unknown,Commercial/Industrial,,Not closed,,"219 SULLIVAN ST ,  BROOKLYN , NY",40.680196,-74.016416
1,1311918,03/21/2014,Opposite,KINGS,BROOKLYN,611 EMERALD ST,Cooking Oil,2,Soil,Equipment Failure,Commercial/Industrial,None, 05/01/2014,"611 EMERALD ST, BROOKLYN, NY","611 EMERALD ST, BROOKLYN, NY",40.667658,-73.858244
2,1311927,03/21/2014,Lab Results,KINGS,BROOKLYN,11 WEST ST,Diesel,Unknown,Soil,Other,Commercial/Industrial,None,Not closed,"11 WEST ST, BROOKLYN, NY","11 WEST ST, BROOKLYN, NY",40.726578,-73.959063
3,1311937,03/21/2014,Sewer,KINGS,BROOKLYN,18TH ST AND HAMILTON AVE,Waste Oil/Used Oil,500,Sewer,Equipment Failure,Commercial Vehicle,, 03/24/2014,"18TH ST AND HAMILTON AVE, BROOKLYN, NY","18TH ST AND HAMILTON AVE, BROOKLYN, NY",40.6714,-73.998179
4,1311976,03/24/2014,Manhole 46454,KINGS,BROOKLYN,OPPOSITE 82 18TH ST,Motor Oil,50,Unknown,Human Error,Commercial/Industrial,,03/24/14,"OPPOSITE 82 18TH ST, BROOKLYN, NY","OPPOSITE 82 18TH ST, BROOKLYN, NY",40.666439,-73.997529
5,1311999,03/24/2014,Pad Mount Transformer 66178,KINGS,BROOKLYN,WEST SIDE OF FLAT BUSH AVE,Dielectric Fluid,Unknown,Soil,Equipment Failure,Commercial/Industrial,,05/01/14,"WEST SIDE OF FLAT BUSH AVE, BROOKLYN, NY","WEST SIDE OF FLAT BUSH AVE, BROOKLYN, NY",40.681834,-73.975838
6,1312000,03/24/2014,Basement,KINGS,BROOKLYN,185 BROADWAY,#2 Fuel Oil,20,Unknown,Equipment Failure,Commercial/Industrial,,05/27/14,"185 BROADWAY, BROOKLYN, NY","185 BROADWAY, BROOKLYN, NY",40.71001,-73.961932
7,1312025,03/24/2014,Substation,KINGS,BROOKLYN,111 HUDSON AVE,Unknown Petroleum,Unknown,Soil,Equipment Failure,Commercial/Industrial,,04/23/14,"111 HUDSON AVE, BROOKLYN, NY","111 HUDSON AVE, BROOKLYN, NY",40.704526,-73.980264
8,1312054,03/25/2014,Multi Unit Dwelling,KINGS,BROOKLYN,150 LEFFERTS AVE,#6 Fuel Oil,75,Unknown,Human Error,Commercial/Industrial,,05/28/14,"150 LEFFERTS AVE, BROOKLYN, NY","150 LEFFERTS AVE, BROOKLYN, NY",40.661756,-73.95613
9,1312057,03/25/2014,Unknown Type Bldg,KINGS,BROOKLYN,150 LEFFERTS AVE,#2 Fuel Oil,50,Unknown,Human Error,Private Dwelling,,03/25/14,"150 LEFFERTS AVE, BROOKLYN, NY","150 LEFFERTS AVE, BROOKLYN, NY",40.661756,-73.95613
10,1312167,03/28/2014,In Front Of,KINGS,BROOKLYN,434 BAINE BRIDGE STREET,Unknown Petroleum,1,Unknown,Unknown,Unknown,,11/21/14,"434 BAINE BRIDGE STREET, BROOKLYN, NY","434 BAINE BRIDGE STREET, BROOKLYN, NY",40.682062,-73.91935
11,1312168,03/28/2014,In Front Of,KINGS,BROOKLYN,429 BAINE BRIDGE STREET,Unknown Petroleum,0.5,Unknown,Unknown,Unknown,,05/01/14,"429 BAINE BRIDGE STREET, BROOKLYN, NY","429 BAINE BRIDGE STREET, BROOKLYN, NY",40.68251,-73.919564
12,1312247,03/31/2014,Construction Site,KINGS,BROOKLYN,683 MARCY AVE,Gasoline,Unknown,Soil,Equipment Failure,Commercial/Industrial,,Not closed,"683 MARCY AVE, BROOKLYN, NY","683 MARCY AVE, BROOKLYN, NY",40.690875,-73.948006
13,1312253,03/31/2014,Transformer,KINGS,BROOKLYN,EAST 81ST. ST. FLATLAND AVE,Dielectric Fluid,1.5,Unknown,Equipment Failure,"Major Facility (mosf) > 400,000 Gal",,05/01/14,"EAST 81ST. ST. FLATLAND AVE, BROOKLYN, NY","EAST 81ST. ST. FLATLAND AVE, BROOKLYN, NY",40.661102,-73.862476
14,1400029,04/01/2014,Drum Run,KINGS,BROOKLYN,99 HUNTERFLY PL,Motor Oil,55,Unknown,Abandoned Drums,Unknown,,04/04/14,"99 HUNTERFLY PL, BROOKLYN, NY","99 HUNTERFLY PL, BROOKLYN, NY",40.677433,-73.928222
16,1400045,04/02/2014,Road Way,KINGS,BROOKLYN,BROOKLYN QUEENS EXPRESS WAY AND ATLANTIC AVE,Diesel,20,Unknown,Traffic Accident,Commercial/Industrial,,04/02/14,"BROOKLYN QUEENS EXPRESS WAY AND ATLANTIC AVE, BROOKLYN, NY","BROOKLYN QUEENS EXPRESS WAY AND ATLANTIC AVE, BROOKLYN, NY",40.678183,-73.944161
17,1400122,04/03/2014,Kent Ave Roadway,KINGS,BROOKLYN,KENT AVE BEWTEEN N 4TH ST & N 5TH ST,Hydraulic Oil,10,Soil,Unknown,Unknown,,04/07/14,"KENT AVE BEWTEEN N 4TH ST & N 5TH ST, BROOKLYN, NY","KENT AVE BEWTEEN N 4TH ST & N 5TH ST, BROOKLYN, NY",40.716735,-73.958919
18,1400237,04/07/2014,Tnt Scrap Yard,KINGS,BROOKLYN,340 MASPETH AVE,Diesel,Unknown,"Soil , Surface Water",Equipment Failure,Commercial/Industrial,English Kills,04/24/14,"340 MASPETH AVE, BROOKLYN, NY","340 MASPETH AVE, BROOKLYN, NY",40.718032,-73.930469
19,1400267,04/08/2014,Transformer 4966,KINGS,BROOKLYN,12TH ST & 2ND AVE,Cooking Oil,200,Soil,Equipment Failure,Transformer,,05/15/14,"12TH ST & 2ND AVE, BROOKLYN, NY","12TH ST & 2ND AVE, BROOKLYN, NY",40.67079,-73.994896
20,1400327,04/10/2014,Commercial Property,KINGS,BROOKLYN,8014 PRESTON COURT,Waste Oil/Used Oil,200,Soil,Abandoned Drums,Commercial/Industrial,,Not closed,"8014 PRESTON COURT, BROOKLYN, NY","8014 PRESTON COURT, BROOKLYN, NY",40.641747,-73.918989
21,1400370,04/11/2014,Commercial Property,KINGS,BROOKLYN,744-760 BEDFORD AVE,Gasoline,Unknown,Soil,Unknown,Commercial/Industrial,,Not closed,"744-760 BEDFORD AVE, BROOKLYN, NY","744-760 BEDFORD AVE, BROOKLYN, NY",40.69813,-73.95717
22,1400390,04/11/2014,Ellayah Deli Grocery,KINGS,BROOKLYN,590 BROADWAY,Cooking Grease,Unknown,Sewer,Deliberate,Commercial/Industrial,,04/11/14,"590 BROADWAY, BROOKLYN, NY","590 BROADWAY, BROOKLYN, NY",40.703605,-73.947381
